;host_response_time;host_response_rate;host_is_superhost;host_listings_count;host_identity_verified;neighbourhood_cleansed;property_type;room_type;accommodates;bathrooms;bedrooms;beds;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;mes;ano
862;within a day;50%;f;1.0;t;Taquara;House;Entire home/apt;4;1.0;2.0;3.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,""Bed linens"",""Host greets you""}";$99.00;$1,500.00;$100.00;4;$50.00;3;1;94.0;10.0;10.0;10.0;10.0;8.0;8.0;f;f;strict;9;2019
863;within a few hours;90%;f;2.0;f;Ipanema;Apartment;Entire home/apt;2;2.0;0.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}";$201.00;$417.00;$147.00;1;$0.00;3;50;91.0;9.0;8.0;9.0;9.0;10.0;9.0;f;f;strict;9;2019
864;a few days or more;0%;f;4.0;f;Santa Teresa;Bed and breakfast;Private room;5;1.0;1.0;3.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Hot tub"",Washer}";$386.00;;;2;$115.00;1;0;;;;;;;;f;f;moderate;9;2019
865;a few days or more;0%;f;4.0;f;Cosme Velho;House;Private room;5;1.0;1.0;4.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Essentials}";$314.00;;;1;$0.00;1;0;;;;;;;;f;f;moderate;9;2019
866;a few days or more;0%;f;4.0;f;Cosme Velho;House;Shared room;4;1.0;1.0;4.0;"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Dog(s),Cat(s)}";$99.00;;;1;$98.00;1;0;;;;;;;;f;f;moderate;9;2019
867;within a few hours;100%;f;3.0;t;Copacabana;Apartment;Entire home/apt;7;2.0;3.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Self check-in"",""Front desk/doorperson""}";$1,082.00;$856.00;$240.00;6;$106.00;1;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
868;within a day;100%;f;2.0;f;Ipanema;Apartment;Entire home/apt;6;3.0;2.0;2.0;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",""Extra pillows and blankets""}";$499.00;$1,000.00;$170.00;4;$100.00;3;8;94.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
869;within a day;75%;f;3.0;f;Ipanema;Apartment;Entire home/apt;3;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",""Host greets you""}";$451.00;$325.00;$100.00;2;$100.00;1;17;84.0;9.0;8.0;9.0;10.0;9.0;8.0;f;f;strict;9;2019
870;within an hour;100%;f;9.0;t;Copacabana;Apartment;Entire home/apt;8;1.0;2.0;6.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",Washer}";$249.00;$1,000.00;$150.00;1;$0.00;1;0;;;;;;;;f;f;strict;9;2019
871;within a few hours;83%;f;10.0;t;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Hangers,""Hair dryer"",Iron}";$161.00;$600.00;$140.00;2;$38.00;3;15;86.0;9.0;9.0;9.0;10.0;9.0;9.0;f;f;strict;9;2019
872;;;f;2.0;t;Botafogo;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Family/kid friendly"",Washer,""First aid kit"",Essentials}";$247.00;$500.00;$90.00;1;$0.00;3;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
873;;;f;2.0;f;Copacabana;Apartment;Entire home/apt;4;1.5;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials}";$335.00;;;3;$0.00;5;27;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
874;within an hour;100%;f;2.0;f;Gávea;Apartment;Entire home/apt;4;2.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson""}";$451.00;$1,000.00;$150.00;1;$0.00;2;12;96.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
875;;;f;1.0;f;Laranjeiras;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Elevator,Essentials,Shampoo,Hangers,""Hair dryer"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";$164.00;;$100.00;1;$50.00;3;0;;;;;;;;t;f;flexible;9;2019
876;within an hour;90%;f;55.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;"{""Cable TV"",Internet,""Air conditioning""}";$273.00;;;1;$0.00;1;0;;;;;;;;f;f;strict;9;2019
877;within an hour;90%;f;55.0;f;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{""Cable TV"",Internet,""Air conditioning""}";$273.00;$1,366.00;;1;$0.00;3;8;93.0;9.0;9.0;9.0;9.0;10.0;9.0;f;f;strict;9;2019
878;;;f;1.0;t;Copacabana;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";$161.00;$820.00;$137.00;2;$27.00;4;57;96.0;9.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
879;within an hour;90%;f;55.0;f;Ipanema;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{""Cable TV"",Internet,""Air conditioning""}";$445.00;;;1;$0.00;1;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;9;2019
880;;;f;1.0;t;Botafogo;Apartment;Entire home/apt;3;1.0;0.0;1.0;"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""24-hour check-in""}";$75.00;;$85.00;1;$25.00;1;22;88.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;9;2019
881;within an hour;90%;f;55.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;"{""Cable TV"",Internet,""Air conditioning""}";$444.00;;;1;$0.00;2;2;90.0;9.0;9.0;10.0;9.0;10.0;7.0;f;f;strict;9;2019
882;within an hour;100%;t;1.0;t;Copacabana;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Essentials,""24-hour check-in"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Long term stays allowed"",""Host greets you""}";$154.00;$512.00;$273.00;2;$34.00;3;54;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
883;a few days or more;0%;f;2.0;t;Leblon;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo}";$581.00;$683.00;$171.00;2;$205.00;4;11;98.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
884;within a few hours;100%;f;3.0;t;Copacabana;Apartment;Entire home/apt;6;2.0;3.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""Hot water"",""Host greets you""}";$854.00;$683.00;$239.00;6;$106.00;1;5;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
885;;;f;1.0;f;Humaitá;Apartment;Entire home/apt;4;2.0;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Shampoo}";$249.00;;$120.00;4;$100.00;4;3;100.0;10.0;10.0;10.0;10.0;9.0;9.0;f;f;moderate;9;2019
886;within a few hours;100%;f;1.0;t;Leblon;Apartment;Entire home/apt;4;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Iron,""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$567.00;$0.00;$150.00;1;$75.00;1;2;90.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;flexible;9;2019
887;within an hour;100%;t;11.0;t;Copacabana;Apartment;Entire home/apt;2;1.0;0.0;1.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$161.00;$350.00;$100.00;1;$0.00;3;18;94.0;10.0;10.0;10.0;10.0;9.0;9.0;t;f;strict;9;2019
888;within a few hours;100%;f;1.0;t;Jardim Botânico;House;Entire home/apt;3;1.5;1.0;2.0;"{TV,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom""}";$449.00;;$100.00;2;$50.00;1;11;89.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
889;within an hour;100%;t;1.0;t;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Long term stays allowed"",""Wide doorway""}";$123.00;$500.00;$100.00;2;$30.00;3;71;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;9;2019
890;within an hour;100%;f;8.0;t;Copacabana;Apartment;Private room;2;1.0;1.0;1.0;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Elevator}";$161.00;$400.00;;2;$100.00;3;2;96.0;10.0;8.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
891;;;f;1.0;f;Copacabana;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Wifi,Kitchen,""Smoking allowed"",Doorman,Breakfast,Elevator,Washer}";$335.00;;$70.00;1;$70.00;7;0;;;;;;;;f;f;strict;9;2019
892;within a few hours;80%;f;1.0;f;Botafogo;Loft;Entire home/apt;4;1.0;1.0;2.0;"{Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo}";$157.00;$523.00;$123.00;1;$102.00;3;5;92.0;9.0;9.0;10.0;10.0;10.0;10.0;t;f;moderate;9;2019
893;within a day;60%;f;42.0;f;Barra da Tijuca;Apartment;Entire home/apt;5;1.0;1.0;1.0;"{""Cable TV"",Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""24-hour check-in""}";$386.00;;$100.00;1;$0.00;1;7;91.0;10.0;9.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
894;within a few hours;100%;f;3.0;f;Leme;Apartment;Entire home/apt;4;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$307.00;;$205.00;1;$0.00;4;8;91.0;10.0;9.0;8.0;9.0;10.0;9.0;f;f;strict;9;2019
895;within a few hours;100%;f;3.0;f;Copacabana;Apartment;Entire home/apt;4;1.0;1.0;3.0;{TV,Internet,Wifi,Kitchen,Doorman,Elevator};$205.00;;$205.00;1;$0.00;1;3;73.0;8.0;7.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
896;within a day;100%;f;60.0;t;Copacabana;Apartment;Entire home/apt;10;3.0;3.0;7.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}";$1,301.00;$856.00;$171.00;8;$120.00;3;3;100.0;10.0;9.0;9.0;10.0;10.0;10.0;f;f;strict;9;2019
897;;;f;1.0;f;Cosme Velho;Apartment;Private room;6;8.0;1.0;8.0;"{TV,Kitchen,""Smoking allowed"",""Pets allowed"",""Buzzer/wireless intercom"",Washer}";$181.00;$1,000.00;$100.00;1;$100.00;5;0;;;;;;;;f;f;strict;9;2019
898;;;f;1.0;t;Jacarepaguá;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""translation missing: en.hosting_amenity_50""}";$502.00;;$63.00;3;$211.00;2;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;flexible;9;2019
899;;;f;2.0;f;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer}";$215.00;$500.00;$100.00;1;$0.00;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
900;within an hour;100%;t;3.0;t;Leblon;Apartment;Entire home/apt;5;2.0;2.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Room-darkening shades"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}";$270.00;$1,000.00;$180.00;1;$0.00;2;51;93.0;9.0;9.0;10.0;10.0;10.0;9.0;t;f;moderate;9;2019
901;within a day;100%;f;2.0;f;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}";$120.00;;$150.00;1;$0.00;2;1;100.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;flexible;9;2019
902;;;f;1.0;f;Botafogo;Apartment;Private room;2;1.5;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens""}";$120.00;$1,000.00;$50.00;2;$0.00;2;4;95.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;9;2019
903;within a few hours;100%;f;14.0;t;Vidigal;Apartment;Entire home/apt;2;1.0;1.0;2.0;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Suitable for events""}";$239.00;;;1;$0.00;7;3;90.0;8.0;7.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
904;within a day;60%;f;42.0;f;Leme;Apartment;Entire home/apt;8;2.0;3.0;5.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Dryer}";$1,499.00;$0.00;$200.00;1;$0.00;1;3;93.0;9.0;8.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
905;within a day;80%;f;4.0;f;Glória;House;Entire home/apt;5;1.0;1.0;2.0;"{Wifi,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}";$99.00;$500.00;$60.00;2;$50.00;1;88;96.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
906;within an hour;100%;t;25.0;f;Ipanema;Condominium;Entire home/apt;6;1.0;1.0;4.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Pack ’n Play/travel crib"",""Long term stays allowed"",""Host greets you""}";$171.00;$300.00;$150.00;2;$25.00;4;48;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
907;within an hour;100%;f;1.0;f;Copacabana;Apartment;Entire home/apt;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}";$151.00;$400.00;$150.00;1;$0.00;4;79;95.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict;9;2019
908;within a few hours;100%;t;2.0;t;Copacabana;Apartment;Entire home/apt;6;2.0;2.0;2.0;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$199.00;;;4;$60.00;2;64;94.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;strict;9;2019
909;;;f;6.0;f;Recreio dos Bandeirantes;Apartment;Entire home/apt;4;1.0;2.0;3.0;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$127.00;;$125.00;2;$125.00;5;3;87.0;9.0;9.0;9.0;9.0;9.0;7.0;f;f;strict;9;2019
910;within a few hours;100%;t;2.0;t;Copacabana;Apartment;Entire home/apt;6;3.0;3.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,Bathtub,""Baby bath"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Game console"",""Hot water"",""Host greets you""}";$499.00;$400.00;$130.00;1;$0.00;2;50;99.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
911;;;f;1.0;f;Flamengo;Apartment;Entire home/apt;5;3.0;3.0;4.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$281.00;$1,800.00;$180.00;8;$80.00;3;2;60.0;8.0;8.0;8.0;8.0;6.0;6.0;f;f;strict;9;2019
912;within a few hours;100%;t;4.0;t;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",""Long term stays allowed"",""Host greets you""}";$79.00;$0.00;$0.00;1;$50.00;4;62;87.0;9.0;9.0;9.0;9.0;9.0;9.0;f;f;strict;9;2019
913;within a few hours;75%;f;3.0;t;Ipanema;Apartment;Private room;2;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$150.00;$350.00;$90.00;1;$40.00;2;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict;9;2019
914;;;f;3.0;f;Anil;House;Private room;2;1.0;1.0;1.0;"{""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),Washer,Dryer,Essentials,""Hot water"",""Bed linens""}";$181.00;;;2;$100.00;3;9;93.0;9.0;10.0;10.0;10.0;8.0;9.0;f;f;strict;9;2019
915;;;f;3.0;f;Anil;House;Private room;2;1.0;1.0;1.0;"{Wifi,""Air conditioning"",Pool,""Free parking on premises"",Breakfast,Washer,Dryer,""Fire extinguisher""}";$181.00;;;2;$100.00;3;6;90.0;9.0;9.0;10.0;10.0;9.0;9.0;f;f;strict;9;2019
916;;;f;1.0;f;Ipanema;Apartment;Entire home/apt;4;2.5;2.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$1,878.00;$8,538.00;;1;$0.00;3;0;;;;;;;;f;f;strict;9;2019
917;;;f;1.0;f;Ipanema;Apartment;Entire home/apt;4;1.0;2.0;2.0;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}";$1,434.00;$10,245.00;$1,025.00;1;$1,025.00;20;1;;;;;;;;f;f;flexible;9;2019
918;;;f;1.0;f;Botafogo;Apartment;Private room;2;2.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Washer}";$219.00;;;1;$0.00;1;0;;;;;;;;f;f;flexible;9;2019
919;within an hour;90%;f;55.0;f;Ipanema;Apartment;Private room;3;1.0;1.0;1.0;"{""Cable TV"",Internet,""Air conditioning""}";$273.00;;;1;$0.00;3;2;97.0;10.0;10.0;10.0;10.0;10.0;8.0;f;f;strict;9;2019
920;;;f;1.0;t;Centro;Apartment;Private room;4;1.0;1.0;1.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,Washer}";$307.00;;$102.00;2;$171.00;1;1;;;;;;;;t;f;flexible;9;2019
921;within an hour;70%;t;4.0;t;Copacabana;Apartment;Entire home/apt;8;2.0;2.0;5.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Host greets you""}";$249.00;;$150.00;4;$50.00;10;42;90.0;10.0;8.0;9.0;9.0;9.0;9.0;f;f;strict;9;2019
922;;;f;1.0;f;Itanhangá;House;Private room;2;1.0;1.0;2.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Washer}";$854.00;;;1;$0.00;3;0;;;;;;;;f;f;flexible;9;2019
923;within a few hours;100%;f;1.0;f;Copacabana;Guest suite;Entire home/apt;4;1.0;2.0;2.0;"{TV,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Hangers,""Hot water"",""Host greets you""}";$359.00;$500.00;$200.00;1;$0.00;3;10;93.0;9.0;10.0;10.0;9.0;10.0;9.0;f;f;flexible;9;2019
924;;;f;1.0;f;Santa Teresa;House;Private room;3;1.0;1.0;2.0;"{Internet,Wifi,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace""}";$161.00;;;2;$110.00;2;10;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
925;within an hour;100%;t;6.0;t;Copacabana;Apartment;Entire home/apt;6;2.0;3.0;3.0;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer}";$499.00;;$259.00;6;$199.00;2;64;97.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;strict;9;2019
926;;;f;1.0;f;Laranjeiras;Apartment;Private room;1;1.0;0.0;1.0;"{Wifi,Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Laptop friendly workspace""}";$72.00;;$31.00;1;$20.00;1;0;;;;;;;;f;f;flexible;9;2019
